Date,Close
13/04/2018 16:00:00,1430.79
16/04/2018 16:00:00,1441.5
17/04/2018 16:00:00,1503.83
18/04/2018 16:00:00,1527.84
19/04/2018 16:00:00,1556.91
20/04/2018 16:00:00,1527.49
23/04/2018 16:00:00,1517.86
24/04/2018 16:00:00,1460.09
25/04/2018 16:00:00,1460.17
26/04/2018 16:00:00,1517.96
27/04/2018 16:00:00,1572.62
30/04/2018 16:00:00,1566.13
01/05/2018 16:00:00,1582.26
02/05/2018 16:00:00,1569.68
03/05/2018 16:00:00,1572.08
04/05/2018 16:00:00,1580.95
07/05/2018 16:00:00,1600.14
08/05/2018 16:00:00,1592.39
09/05/2018 16:00:00,1608
10/05/2018 16:00:00,1609.08
11/05/2018 16:00:00,1602.91
14/05/2018 16:00:00,1601.54
15/05/2018 16:00:00,1576.12
16/05/2018 16:00:00,1587.28
17/05/2018 16:00:00,1581.76
18/05/2018 16:00:00,1574.37
21/05/2018 16:00:00,1585.46
22/05/2018 16:00:00,1581.4
23/05/2018 16:00:00,1601.86
24/05/2018 16:00:00,1603.07
25/05/2018 16:00:00,1610.15
29/05/2018 16:00:00,1612.87
30/05/2018 16:00:00,1624.89
31/05/2018 16:00:00,1629.62
01/06/2018 16:00:00,1641.54
04/06/2018 16:00:00,1665.27
05/06/2018 16:00:00,1696.35
06/06/2018 16:00:00,1695.75
07/06/2018 16:00:00,1689.3
08/06/2018 16:00:00,1683.99
11/06/2018 16:00:00,1689.12
12/06/2018 16:00:00,1698.75
13/06/2018 16:00:00,1704.86
14/06/2018 16:00:00,1723.86
15/06/2018 16:00:00,1715.97
18/06/2018 16:00:00,1723.79
19/06/2018 16:00:00,1734.78
20/06/2018 16:00:00,1750.08
21/06/2018 16:00:00,1730.22
22/06/2018 16:00:00,1715.67
25/06/2018 16:00:00,1663.15
26/06/2018 16:00:00,1691.09
27/06/2018 16:00:00,1660.51
28/06/2018 16:00:00,1701.45
29/06/2018 16:00:00,1699.8
02/07/2018 16:00:00,1713.78
03/07/2018 13:00:00,1693.96
05/07/2018 16:00:00,1699.73
06/07/2018 16:00:00,1710.63
09/07/2018 16:00:00,1739.02
10/07/2018 16:00:00,1743.07
11/07/2018 16:00:00,1755
12/07/2018 16:00:00,1796.62
13/07/2018 16:00:00,1813.03
16/07/2018 16:00:00,1822.49
17/07/2018 16:00:00,1843.93
18/07/2018 16:00:00,1842.92
19/07/2018 16:00:00,1812.97
20/07/2018 16:00:00,1813.7
23/07/2018 16:00:00,1802
24/07/2018 16:00:00,1829.24
25/07/2018 16:00:00,1863.61
26/07/2018 16:00:00,1808
27/07/2018 16:00:00,1817.27
30/07/2018 16:00:00,1779.22
31/07/2018 16:00:00,1777.44
01/08/2018 16:00:00,1797.17
02/08/2018 16:00:00,1834.33
03/08/2018 16:00:00,1823.29
06/08/2018 16:00:00,1847.75
07/08/2018 16:00:00,1862.48
08/08/2018 16:00:00,1886.52
09/08/2018 16:00:00,1898.52
10/08/2018 16:00:00,1886.3
13/08/2018 16:00:00,1896.2
14/08/2018 16:00:00,1919.65
15/08/2018 16:00:00,1882.62
16/08/2018 16:00:00,1886.52
17/08/2018 16:00:00,1882.22
20/08/2018 16:00:00,1876.71
21/08/2018 16:00:00,1883.42
22/08/2018 16:00:00,1904.9
23/08/2018 16:00:00,1902.9
24/08/2018 16:00:00,1905.39
27/08/2018 16:00:00,1927.68
28/08/2018 16:00:00,1932.82
29/08/2018 16:00:00,1998.1
30/08/2018 16:00:00,2002.38
31/08/2018 16:00:00,2012.71
04/09/2018 16:00:00,2039.51
05/09/2018 16:00:00,1994.82
06/09/2018 16:00:00,1958.31
07/09/2018 16:00:00,1952.07
10/09/2018 16:00:00,1939.01
11/09/2018 16:00:00,1987.15
12/09/2018 16:00:00,1990
13/09/2018 16:00:00,1989.87
14/09/2018 16:00:00,1970.19
17/09/2018 16:00:00,1908.03
18/09/2018 16:00:00,1941.05
19/09/2018 16:00:00,1926.42
20/09/2018 16:00:00,1944.3
21/09/2018 16:00:00,1915.01
24/09/2018 16:00:00,1934.36
25/09/2018 16:00:00,1974.55
26/09/2018 16:00:00,1974.85
27/09/2018 16:00:00,2012.98
28/09/2018 16:00:00,2003
01/10/2018 16:00:00,2004.36
02/10/2018 16:00:00,1971.31
03/10/2018 16:00:00,1952.76
04/10/2018 16:00:00,1909.42
05/10/2018 16:00:00,1889.65
08/10/2018 16:00:00,1864.42
09/10/2018 16:00:00,1870.32
10/10/2018 16:00:00,1755.25
11/10/2018 16:00:00,1719.36
12/10/2018 16:00:00,1788.61
15/10/2018 16:00:00,1760.95
16/10/2018 16:00:00,1819.96
17/10/2018 16:00:00,1831.73
18/10/2018 16:00:00,1770.72
19/10/2018 16:00:00,1764.03
22/10/2018 16:00:00,1789.3
23/10/2018 16:00:00,1768.7
24/10/2018 16:00:00,1664.2
25/10/2018 16:00:00,1782.17
26/10/2018 16:00:00,1642.81
29/10/2018 16:00:00,1538.88
30/10/2018 16:00:00,1530.42
31/10/2018 16:00:00,1598.01
01/11/2018 16:00:00,1665.53
02/11/2018 16:00:00,1665.53
05/11/2018 16:00:00,1627.8
06/11/2018 16:00:00,1642.81
07/11/2018 16:00:00,1755.49
08/11/2018 16:00:00,1754.91
09/11/2018 16:00:00,1712.43
12/11/2018 16:00:00,1636.85
13/11/2018 16:00:00,1631.17
14/11/2018 16:00:00,1599.01
15/11/2018 16:00:00,1619.44
16/11/2018 16:00:00,1593.41
19/11/2018 16:00:00,1512.29
20/11/2018 16:00:00,1495.46
21/11/2018 16:00:00,1516.73
23/11/2018 13:00:00,1502.06
26/11/2018 16:00:00,1581.33
27/11/2018 16:00:00,1581.42
28/11/2018 16:00:00,1677.75
29/11/2018 16:00:00,1673.57
30/11/2018 16:00:00,1690.17
03/12/2018 16:00:00,1772.36
04/12/2018 16:00:00,1668.4
06/12/2018 16:00:00,1699.19
07/12/2018 16:00:00,1629.13
10/12/2018 16:00:00,1641.03
11/12/2018 16:00:00,1643.24
12/12/2018 16:00:00,1663.54
13/12/2018 16:00:00,1658.38
14/12/2018 16:00:00,1591.91
17/12/2018 16:00:00,1520.91
18/12/2018 16:00:00,1551.48
19/12/2018 16:00:00,1495.08
20/12/2018 16:00:00,1460.83
21/12/2018 16:00:00,1377.45
24/12/2018 13:00:00,1343.96
26/12/2018 16:00:00,1470.9
27/12/2018 16:00:00,1461.64
28/12/2018 16:00:00,1478.02
